S.No.,ACCESSION NO.,ORGANISM NAME,VRL,SPECIES,LENGTH,GEO LOCATION,HOST,COLLECTION DATE
1524,AFV39728,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1525,AFV39731,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1526,AFV39733,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1527,AFV39737,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1528,AFV39738,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex minutus,
1529,AFV39740,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex minutus,
1530,AFV39743,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1531,AFV39745,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1532,AFV39749,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1533,AFV39751,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1534,AFV39754,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1535,AFV39756,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1536,AFV39758,Seewis virus,27-10-2012,Seewis orhtohantavirus,429,Czech Republic,Sorex araneus,
1537,AFS64920,Orthohantavirus hantanense,01-10-2012,Orthohantavirus hantanense,429,China: Hubei province,Homo sapiens,2002
1538,AFS64921,Orthohantavirus hantanense,01-10-2012,Orthohantavirus hantanense,429,China: Hubei province,Apodemus agrarius,2010-11
1539,AFS64925,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Mus musculus,2011-03
1540,AFS64926,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Mus musculus,2011-03
1541,AFS64927,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1542,AFS64928,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1543,AFS64929,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1544,AFS64930,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1545,AFS64931,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1546,AFS64932,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1547,AFS64933,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1548,AFS64934,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus flavipectus,2009-01
1549,AFS64935,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1550,AFS64936,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1551,AFS64937,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1552,AFS64938,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1553,AFS64939,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1554,AFS64940,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1555,AFS64941,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1556,AFS64942,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1557,AFS64943,Orthohantavirus seoulense,01-10-2012,Orthohantavirus seoulense,429,China: Hubei province,Rattus norvegicus,2009-01
1558,BAM42798,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1559,BAM42799,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1560,BAM42800,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1561,BAM42801,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1562,BAM42802,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1563,BAM42803,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1564,BAM42804,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1565,BAM42805,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1566,BAM42806,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1567,BAM42807,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1568,BAM42808,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1569,BAM42809,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus beatae,14-05-2007
1570,BAM42810,Orthohantavirus montanoense,11-09-2012,Orthohantavirus montanoense,428,Mexico:Guerrero,Peromyscus aztecus evides,15-05-2007
1571,AFQ30761,Juquitiba virus,27-08-2012,Juquitiba virus,428,Brazil,Homo sapiens,
1572,AFP74077,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2005
1573,AFP74090,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1574,AFP74091,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1575,AFP74092,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1576,AFP74093,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1577,AFP74094,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1578,AFP74095,Orthohantavirus puumalaense,15-08-2012,Orthohantavirus puumalaense,433,Germany,Myodes glareolus,2010
1579,AFN11574,Orthohantavirus seoulense,08-07-2012,Orthohantavirus seoulense,429,Belgium,Rattus norvegicus,2005
1580,AFM85165,Orthohantavirus hantanense,01-07-2012,Orthohantavirus hantanense,429,China: Hubei,Apodemus agrarius,
1581,BAM24402,Orthohantavirus nigrorivense,20-06-2012,Orthohantavirus nigrorivense,428,,,
1582,BAM24403,Maporal virus,20-06-2012,Orthohantavirus maporalense,428,,,
1583,CCH22846,Orthohantavirus puumalaense,28-05-2012,Orthohantavirus puumalaense,433,,,
1584,AFI98396,Orthohantavirus dobravaense,07-05-2012,Orthohantavirus dobravaense,429,Germany,,2008
1585,AFG26290,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1586,AFG26291,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1587,AFG26292,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1588,AFG26293,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1589,AFG26294,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1590,AFG26295,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1591,AFG26296,Dabieshan virus,30-04-2012,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,2008
1592,BAM13742,Ussuri virus,25-04-2012,Ussuri virus,433,"Russia:Khabarovsk, Khekhtsir",Myodes rufocanus,23-09-1998
1593,BAM13743,Ussuri virus,25-04-2012,Ussuri virus,433,"Russia:Khabarovsk, Khekhtsir",Myodes rufocanus,28-08-2002
1594,AFH88145,Maripa hantavirus,22-04-2012,Orthohantavirus negraense,428,French Guiana,,21-12-2009
1595,BAM11218,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Tobetsu",Myodes rufocanus bedfordiae,23-09-2010
1596,BAM11221,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Russia:Sakhalin, Yuzhno-Sakhalinsk",Myodes rufocanus,18-05-1998
1597,BAM11231,Hokkaido virus,14-04-2012,Hokkaido virus,429,"Japan:Hokkaido, Tobetsu",Myodes rufocanus bedfordiae,27-09-2000
1598,BAM11232,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Tobetsu",Myodes rufocanus bedfordiae,21-10-2004
1599,BAM11236,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Ishikari Port",Myodes rufocanus bedfordiae,28-07-2009
1600,BAM11238,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Nakagawa",Myodes rufocanus bedfordiae,01-10-2004
1601,BAM11241,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Kiritappu",Myodes rufocanus bedfordiae,2000
1602,BAM11244,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Shari",Myodes rufocanus bedfordiae,18-05-2010
1603,BAM11245,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Shari",Myodes rufocanus bedfordiae,14-07-2010
1604,BAM11246,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Shari",Apodemus speciosus,07-06-2010
1605,BAM11247,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Russia:Sakhalin,Yuzhno-Sakhalinsk",Myodes rufocanus,18-05-1998
1606,BAM11249,Hokkaido virus,14-04-2012,Hokkaido virus,433,"Japan:Hokkaido, Kitahiyama",Myodes rufocanus,23-10-2008
1607,ADZ15319,Jeju virus,21-03-2012,Orthohantavirus jejuense,428,South Korea: Jeju Island,Crocidura shantungensis,15-11-2007
1608,AEX56231,Jeju virus,21-03-2012,Orthohantavirus jejuense,428,South Korea,Crocidura shantungensis,29-04-2010
1609,AFD33438,Amur virus,19-03-2012,Amur virus,429,China: Heilongjiang Province,Apodemus peninsulae,08-10-2007
1610,AFA36178,Orthohantavirus hantanense,14-02-2012,Orthohantavirus hantanense,429,China,Apodemus agrarius,25-08-2009
1611,AEZ56156,Orthohantavirus puumalaense,08-02-2012,Orthohantavirus puumalaense,433,Latvia: Jelgava,Myodes glareolus,30-04-2008
1612,AEZ56157,Orthohantavirus puumalaense,08-02-2012,Orthohantavirus puumalaense,433,Latvia: Madona,Myodes glareolus,06-05-2008
1613,AEZ56158,Orthohantavirus puumalaense,08-02-2012,Orthohantavirus puumalaense,433,Latvia: Jelgava,Myodes glareolus,02-05-2008
1614,AEZ56159,Orthohantavirus puumalaense,08-02-2012,Orthohantavirus puumalaense,433,Latvia: Jelgava,Myodes glareolus,06-05-2008
1615,AEZ56160,Orthohantavirus puumalaense,08-02-2012,Orthohantavirus puumalaense,433,Latvia: Madona,Myodes glareolus,02-05-2008
1616,BAL46798,Seoul virus CSG5,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1617,BAL46799,Seoul virus CSG11,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1618,BAL46801,Seoul virus CSG25,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2008
1619,BAL46802,Seoul virus 33CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2008
1620,BAL46803,Seoul virus 38CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1621,BAL46804,Seoul virus 42CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2008
1622,BAL46805,Seoul virus 44CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1623,BAL46806,Seoul virus 51CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2008
1624,BAL46807,Seoul virus 57CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1625,BAL46808,Seoul virus 58CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1626,BAL46809,Seoul virus 60CSG,31-01-2012,Orthohantavirus seoulense,429,Viet Nam:Saigon harbor,Rattus norvegicus,2007
1627,BAL46810,Seoul virus 14D12,31-01-2012,Orthohantavirus seoulense,429,"Viet Nam:HCMC, District12",Rattus norvegicus,2008
1628,BAL46811,Seoul virus 19D12,31-01-2012,Orthohantavirus seoulense,429,"Viet Nam:HCMC, District12",Rattus norvegicus,2008
1629,BAL46812,Seoul virus 24D12,31-01-2012,Orthohantavirus seoulense,429,"Viet Nam:HCMC, District12",Rattus norvegicus,2008
1630,AEX58627,Orthohantavirus seoulense,16-01-2012,Orthohantavirus seoulense,429,China,Microtus fortis,21-04-2008
1631,AEW43003,Hantaan virus XAAa10091712,24-12-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,17-09-2010
1632,AEV21401,Jabora virus,07-12-2011,Jabora virus,428,Brazil,Akodon montensis,2006-09
1633,AEV21402,Jabora virus,07-12-2011,Jabora virus,428,Brazil,Akodon paranaensis,2006-07
1634,AEV21403,Jabora virus,07-12-2011,Jabora virus,428,Brazil,Akodon paranaensis,2005-08
1635,AET86644,Hantavirus NFG357,26-11-2011,Hantavirus NFG357,428,USA,Peromyscus,2006
1636,AET86645,Hantavirus NFG289,26-11-2011,Hantavirus NFG289,428,USA,Peromyscus,2006
1637,AET86646,Hantavirus NFG354,26-11-2011,Hantavirus NFG354,428,USA,Peromyscus,2006
1638,AES92929,Orthohantavirus dobravaense,09-11-2011,Orthohantavirus dobravaense,429,Russia,Homo sapiens,2009-04
1639,AES92930,Orthohantavirus dobravaense,09-11-2011,Orthohantavirus dobravaense,429,Russia,Apodemus ponticus,2008
1640,AES92931,Orthohantavirus dobravaense,09-11-2011,Orthohantavirus dobravaense,429,Russia,Apodemus ponticus,2008
1641,AEO51743,Tunari virus,21-09-2011,Orthohantavirus andesense,428,Bolivia,Homo sapiens,2009
1642,AEO51744,Tunari virus,21-09-2011,Orthohantavirus andesense,428,Bolivia,Homo sapiens,2008
1643,AEO51745,Tunari virus,21-09-2011,Orthohantavirus andesense,428,Bolivia,Homo sapiens,2008
1644,BAK69469,Seoul virus HP7,02-09-2011,Orthohantavirus seoulense,429,Viet Nam:Hai Phong port,Rattus norvegicus,
1645,BAK69470,Seoul virus HP8,02-09-2011,Orthohantavirus seoulense,429,Viet Nam:Hai Phong port,Rattus norvegicus,
1646,AEA11484,Rockport virus,26-07-2011,Orthohantavirus rockportense,428,USA,Scalopus aquaticus,1986-10
1647,AEA11489,Rockport virus,26-07-2011,Orthohantavirus rockportense,428,USA,Scalopus aquaticus,1986-10
1648,AEA11490,Rockport virus,26-07-2011,Orthohantavirus rockportense,428,USA,Scalopus aquaticus,1986-10
1649,AEK20764,Hantaan virus CA09082007,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,20-08-2009
1650,AEK20765,Hantaan virus CA10081109,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,11-08-2010
1651,AEK20766,Hantaan virus CA10081113,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,11-08-2010
1652,AEK20767,Hantaan virus CA10081203,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,12-08-2010
1653,AEK20768,Hantaan virus CA10081206,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,12-08-2010
1654,AEK20769,Hantaan virus CA10081708,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,17-08-2010
1655,AEK20770,Hantaan virus CA10081905,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,19-08-2010
1656,AEK20771,Hantaan virus H10150,18-07-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,13-09-2010
1657,AEK20772,Hantaan virus P09072,18-07-2011,Orthohantavirus hantanense,429,China,Homo sapiens,11-11-2009
1658,ACV81689,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,USA,Sorex monticolus,1996-09
1659,ACV81690,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,USA,Sorex monticolus,1998-09
1660,ACV81691,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,USA,Sorex monticolus,2000-09
1661,ACV81692,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,Canada,Sorex monticolus,2006-08
1662,ACV81693,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,Canada,Sorex monticolus,2006-08
1663,ACV81694,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,Canada,Sorex monticolus,2006-08
1664,ACV81695,Jemez Springs virus,02-06-2011,Jemez Springs virus,429,USA,Sorex monticolus,2001-07
1665,AEG64739,Orthohantavirus seoulense,31-05-2011,Orthohantavirus seoulense,429,North Korea,Rattus norvegicus,2009
1666,AEG64740,Orthohantavirus hantanense,31-05-2011,Orthohantavirus hantanense,429,China,Apodemus agrarius,2009
1667,ADE34596,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Cricetulus barabensis,
1668,ADE34597,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1669,ADE34598,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Mus musculus,
1670,ADE34599,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Mus musculus,
1671,ADE34600,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1672,ADE34601,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1673,ADE34602,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1674,ADE34603,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Mus musculus,
1675,ADE34604,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Tscherskia triton,
1676,ADE34605,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1677,ADE34606,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1678,ADE34607,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus flavipectus,
1679,ADE34608,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1680,ADE34609,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1681,ADE34610,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1682,ADE34611,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1683,ADE34612,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1684,ADE34613,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1685,ADE34614,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1686,ADE34615,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1687,ADE34616,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1688,ADE34617,Orthohantavirus seoulense,01-04-2011,Orthohantavirus seoulense,429,China,Rattus norvegicus,
1689,BAK08496,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1690,BAK08497,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1691,BAK08498,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1692,BAK08499,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1693,BAK08500,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1694,BAK08503,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1695,BAK08504,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1696,BAK08505,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1697,BAK08506,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1698,BAK08507,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1699,BAK08508,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1700,BAK08509,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1701,BAK08510,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1702,BAK08511,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1703,BAK08512,Carrizal virus,25-03-2011,Carrizal virus,428,Mexico: Guerrero,Peromyscus megalops,12-05-2006
1704,BAK08519,Orthohantavirus montanoense,25-03-2011,Orthohantavirus montanoense,428,Mexico: Guerrero,Peromyscus beatae,12-05-2006
1705,BAK08522,Carrizal virus,25-03-2011,Carrizal virus,428,Mexico: Guerrero,Reithrodontomys sumichrasti,12-05-2006
1706,BAK08525,Huitzilac virus,25-03-2011,Huitzilac virus,428,Mexico: Morelos,Reithrodontomys megalotis,19-05-2006
1707,BAK08367,Amur virus,24-03-2011,Amur virus,429,Russia: Khabarovsk,Apodemus peninsulae,2005-08
1708,BAK08370,Orthohantavirus hantanense,24-03-2011,Orthohantavirus hantanense,429,Russia: Khabarovsk,Apodemus agrarius,2002-08
1709,ADP21267,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,,,2009
1710,ADP21268,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,,,2009
1711,ADP21269,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,Slovenia,Apodemus flavicollis,2009
1712,ADP21270,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,,,2009
1713,ADP21271,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,,,2009
1714,ADP21272,Orthohantavirus dobravaense,03-11-2010,Orthohantavirus dobravaense,429,,,2009
1715,ACU25552,Rio Mamore hantavirus,22-09-2010,Rio Mamore hantavirus,428,Peru,Oligoryzomys microtis,1996-04
1716,ADG96469,Kenkeme virus,22-05-2010,Orthohantavirus kenkemeense,429,Russia,Sorex roboratus,2006-08
1717,ADF30840,Orthohantavirus puumalaense,20-04-2010,Orthohantavirus puumalaense,433,Finland,Myodes glareolus,2000
1718,ADF30841,Orthohantavirus puumalaense,20-04-2010,Orthohantavirus puumalaense,433,Finland,Myodes glareolus,2000
1719,ADD84886,Qian Hu Shan virus,24-03-2010,Qian Hu Shan virus,429,China: Yunnan Province,Sorex cylindricauda,
1720,ACY73792,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus flavipectus,2007
1721,ACY73794,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1722,ACY73796,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1723,ACY73797,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1724,ACY73798,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1725,ACY73799,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus flavipectus,2007
1726,ACY73800,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1727,ACY73801,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1728,ACY73802,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus flavipectus,2007
1729,ACY73804,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1730,ACY73805,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1731,ACY73806,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus flavipectus,2007
1732,ACY73807,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
1733,ACY73808,Orthohantavirus seoulense,06-03-2010,Orthohantavirus seoulense,429,China,Rattus rattus,2007
1734,ADC35524,Orthohantavirus seoulense,08-02-2010,Orthohantavirus seoulense,429,China: Heilongjiang Province,Rattus norvegicus,2008-12
1735,ADB28929,Orthohantavirus hantanense,17-01-2010,Orthohantavirus hantanense,429,China,Niviventer confucianus,2005-11
1736,ADA68880,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus agrarius,2007
1737,ADA68881,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus flavicollis,2007
1738,ADA68882,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus agrarius,2007
1739,ADA68883,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus agrarius,2007
1740,ADA68884,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus agrarius,2005
1741,ADA68885,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus flavicollis,2005
1742,ADA68886,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus agrarius,2008
1743,ADA68887,Orthohantavirus dobravaense,23-12-2009,Orthohantavirus dobravaense,429,Germany,Apodemus flavicollis,2008
1744,CAY39378,Orthohantavirus puumalaense,24-11-2009,Orthohantavirus puumalaense,433,Hungary,Myodes glareolus,2000
